,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN
5740,0.0,0.00414,98.9,21.17,0.63,4.25,7.73
5741,0.0,0.003988,98.83,20.6,0.63,4.25,7.73
5742,0.0,0.003625,99.14,19.39,0.76,5.05,7.23
5743,0.0,0.00354,99.08,18.89,0.76,5.05,7.23
5744,0.0,0.003383,99.01,18.89,0.65,4.28,8.31
5745,0.0,0.003346,98.94,18.31,0.65,4.28,8.31
5746,0.0,0.00393,98.88,18.57,0.67,4.39,8.89
5747,0.0,0.004016,98.82,17.91,0.67,4.39,8.89
5748,0.0,0.00435,98.87,20.01,0.67,4.36,8.07
5749,0.0,0.004418,98.83,19.64,0.67,4.36,8.07
5750,0.0,0.004707,98.86,20.38,0.56,3.67,8.85
5751,0.0,0.004745,98.81,19.84,0.56,3.67,8.85
5752,0.0,0.004802000000000001,98.75,21.48,0.53,3.43,8.7
5753,0.0,0.004787,98.7,20.97,0.53,3.43,8.7
5754,0.0,0.004937,98.58,21.0,0.45,2.87,8.1
5755,0.0,0.004906000000000001,98.52,20.54,0.45,2.87,8.1
5756,0.0,0.00601,98.66,21.58,0.5,3.22,8.78
5757,0.0,0.005891,98.61,21.53,0.5,3.22,8.78
5758,0.0,0.0055850000000000006,98.84,21.5,0.67,4.26,7.98
5759,0.0,0.00546,98.79,20.99,0.67,4.26,7.98
5760,0.0,0.003097,98.96,18.23,0.71,4.51,7.59
5761,0.0,0.003135,98.89,17.95,0.71,4.51,7.59
5762,0.0,0.002782,99.12,17.08,0.73,4.58,7.0
5763,0.0,0.002984,99.06,17.02,0.73,4.58,7.0
5764,0.0,0.002852,99.08,16.8,0.58,3.65,6.88
5765,0.0,0.0030280000000000003,99.02,16.61,0.58,3.65,6.88
5766,0.0,0.00267,99.13,16.46,0.65,4.04,7.0
5767,0.0,0.00265,99.08,16.1,0.65,4.04,7.0
5768,0.0,0.002165,99.11,16.79,0.62,3.85,6.98
5769,0.0,0.002095,99.03,16.69,0.62,3.85,6.98
5770,0.0,0.002499,99.0,16.74,0.57,3.49,6.89
5771,0.0,0.002432,98.92,16.31,0.57,3.49,6.89
5772,0.0,0.002464,99.05,16.33,0.74,4.53,6.92
5773,0.0,0.002409,98.99,15.91,0.74,4.53,6.92
5774,0.0,0.002471,99.14,16.64,0.6,3.62,7.1
5775,0.0,0.002501,99.08,16.26,0.6,3.62,7.1
5776,0.0,0.002624,99.15,17.3,0.67,4.05,7.26
5777,0.0,0.00262,99.08,16.89,0.67,4.05,7.26
5778,0.0,0.0028710000000000003,99.12,18.15,0.72,4.32,7.4
5779,0.0,0.002846,99.05,17.82,0.72,4.32,7.4
5780,0.0,0.003064,99.01,18.37,0.72,4.32,8.1
5781,0.0,0.0031780000000000003,98.95,17.72,0.72,4.32,8.1
5782,0.0,0.003303,98.94,18.4,0.58,3.45,7.71
5783,0.0,0.003256,98.89,18.47,0.58,3.45,7.71
5784,0.0,0.003189,98.79,18.08,0.72,4.31,7.6
5785,0.0,0.003192,98.73,17.83,0.72,4.31,7.6
5786,0.0,0.002637,98.9,17.11,0.74,4.39,7.1
5787,0.0,0.002787,98.84,17.06,0.74,4.39,7.1
5788,0.0,0.002542,98.97,17.25,0.74,4.39,7.45
5789,0.0,0.002602,98.9,17.32,0.74,4.39,7.45
5790,0.0,0.002999,99.14,17.6,0.55,3.25,8.76
5791,0.0,0.0031,99.09,17.0,0.55,3.25,8.76
5792,0.0,0.0028420000000000003,99.13,17.24,0.62,3.63,7.7
5793,0.0,0.002873,99.07,16.96,0.62,3.63,7.7
5794,0.0,0.00271,99.08,17.86,0.75,4.38,7.04
5795,0.0,0.002723,99.02,17.74,0.75,4.38,7.04
5796,0.0,0.002773,98.96,17.88,0.75,4.4,7.09
5797,0.0,0.002682,98.88,17.67,0.75,4.4,7.09
5798,0.0,0.002785,98.97,16.29,0.69,4.03,6.88
5799,0.0,0.002783,98.9,15.86,0.69,4.03,6.88
5800,0.0,0.00244,99.01,15.95,0.73,4.26,6.8
5801,0.0,0.002424,98.96,15.6,0.73,4.26,6.8
5802,0.0,0.002485,98.9,15.96,0.64,3.68,6.87
5803,0.0,0.0024530000000000003,98.84,15.65,0.64,3.68,6.87
5804,0.0,0.002429,98.89,15.6,0.75,4.32,6.81
5805,0.0,0.002324,98.84,15.27,0.75,4.32,6.81
5806,0.0,0.001973,99.06,14.95,0.74,4.29,6.91
5807,0.0,0.001895,99.01,14.47,0.74,4.29,6.91
5808,0.0,0.001716,99.12,13.82,0.75,4.34,6.69
5809,0.0,0.001698,99.05,13.52,0.75,4.34,6.69
5810,0.0,0.001565,99.1,13.25,0.54,3.1,6.52
5811,0.0,0.001525,99.02,12.91,0.54,3.1,6.52
5812,0.0,0.001398,99.31,13.2,0.76,4.35,6.59
5813,0.0,0.001426,99.26,12.9,0.76,4.35,6.59
5814,0.0,0.001492,99.43,13.34,0.71,4.05,7.57
5815,0.0,0.0015140000000000002,99.38,12.9,0.71,4.05,7.57
5816,0.0,0.001566,99.42,13.22,0.49,2.81,8.33
5817,0.0,0.001465,99.37,13.44,0.49,2.81,8.33
5818,0.0,0.001861,99.23,14.56,0.66,3.8,7.08
5819,0.0,0.001749,99.18,14.09,0.66,3.8,7.08
5820,0.0,0.00137,99.05,12.54,0.72,4.12,6.76
5821,0.0,0.00129,98.98,12.03,0.72,4.12,6.76
5822,0.0,0.001321,99.26,12.48,0.75,4.27,6.57
5823,0.0,0.001282,99.2,12.1,0.75,4.27,6.57
5824,0.0,0.001328,99.45,12.76,0.74,4.25,6.62
5825,0.0,0.001295,99.39,12.41,0.74,4.25,6.62
5826,0.0,0.00128,99.6,12.74,0.69,3.98,7.34
5827,0.0,0.001259,99.54,12.58,0.69,3.98,7.34
5828,0.0,0.001271,99.59,12.99,0.74,4.23,6.53
5829,0.0,0.001326,99.54,12.99,0.74,4.23,6.53
5830,0.0,0.001582,99.76,12.55,0.53,3.02,6.66
5831,0.0,0.001646,99.72,12.4,0.53,3.02,6.66
5832,0.0,0.001293,99.53,13.01,0.5,2.86,6.75
5833,0.0,0.001308,99.47,13.08,0.5,2.86,6.75
5834,0.0,0.001288,99.25,13.29,0.7,4.05,6.95
5835,0.0,0.001425,99.19,13.17,0.7,4.05,6.95
5836,0.0,0.001801,99.13,13.66,0.46,2.67,8.22
5837,0.0,0.001704,99.09,13.85,0.46,2.67,8.22
5838,0.0,0.002863,99.3,14.45,0.73,4.2,6.92
5839,0.0,0.002496,99.25,14.27,0.73,4.2,6.92
5840,0.0,0.001989,99.33,15.29,0.73,4.23,6.93
5841,0.0,0.001957,99.26,15.03,0.73,4.23,6.93
5842,0.0,0.002175,99.27,16.6,0.72,4.19,7.27
5843,0.0,0.002111,99.21,16.34,0.72,4.19,7.27
5844,0.16,0.003776,99.16,17.89,0.72,4.19,7.47
5845,0.06,0.003016,99.12,17.48,0.72,4.19,7.47
5846,0.02,0.005452,99.03,19.02,0.53,3.1,8.17
5847,0.01,0.005044,99.0,19.15,0.53,3.1,8.17
5848,0.01,0.005427,99.24,18.53,0.68,3.97,7.86
5849,0.0,0.004866,99.21,18.64,0.68,3.97,7.86
5850,0.0,0.003054,99.19,17.81,0.7,4.13,7.08
5851,0.0,0.002997,99.12,17.96,0.7,4.13,7.08
5852,0.0,0.003136,98.94,17.23,0.49,2.86,7.19
5853,0.0,0.003159,98.88,17.12,0.49,2.86,7.19
5854,0.0,0.003575,99.06,16.99,0.73,4.33,6.89
5855,0.0,0.003584000000000001,99.01,16.94,0.73,4.33,6.89
5856,0.0,0.003862,99.14,17.49,0.72,4.27,7.23
5857,0.0,0.00377,99.09,17.65,0.72,4.27,7.23
5858,0.0,0.003894,99.08,18.41,0.72,4.3,7.42
5859,0.0,0.003755,99.04,18.78,0.72,4.3,7.42
5860,0.0,0.003712,98.95,16.99,0.74,4.42,7.32
5861,0.0,0.003613,98.9,16.79,0.74,4.42,7.32
5862,0.0,0.0032380000000000004,99.0,17.88,0.55,3.3,9.14
5863,0.0,0.003172,98.97,17.1,0.55,3.3,9.14
5864,6.28,0.005969,99.0,15.7,0.45,2.7,8.38
5865,5.87,0.005795000000000001,98.96,16.15,0.45,2.7,8.38
5866,10.07,0.009123,98.82,16.15,0.37,2.23,8.24
5867,12.37,0.009044,98.78,15.51,0.37,2.23,8.24
5868,6.01,0.008627,99.0,17.07,0.6,3.64,7.87
5869,4.43,0.008653000000000001,98.95,16.96,0.6,3.64,7.87
5870,0.16,0.007102,98.79,17.22,0.63,3.83,7.25
5871,0.84,0.007301,98.73,17.34,0.63,3.83,7.25
5872,1.77,0.005046,98.58,14.17,0.65,3.96,7.35
5873,1.4,0.005289,98.51,14.12,0.65,3.96,7.35
5874,0.13,0.003246,98.85,11.69,0.75,4.63,6.44
5875,0.03,0.003179,98.78,11.57,0.75,4.63,6.44
5876,0.6,0.003235,99.04,10.75,0.69,4.26,7.44
5877,1.23,0.0033909999999999995,98.98,10.68,0.69,4.26,7.44
5878,0.0,0.0029690000000000003,99.16,12.63,0.63,3.93,7.46
5879,0.0,0.003004,99.1,12.75,0.63,3.93,7.46
5880,0.0,0.002973,99.13,12.87,0.76,4.74,6.57
5881,0.0,0.002945,99.08,12.89,0.76,4.74,6.57
5882,0.0,0.003393,99.21,13.46,0.66,4.15,7.39
5883,0.0,0.003275,99.18,13.22,0.66,4.15,7.39
5884,0.0,0.003511,99.42,13.45,0.73,4.61,6.62
5885,0.0,0.003409,99.37,13.31,0.73,4.61,6.62
5886,0.0,0.003253,99.23,13.25,0.58,3.71,6.59
5887,0.0,0.002929,99.17,12.69,0.58,3.71,6.59
5888,0.0,0.0032770000000000004,99.34,15.12,0.74,4.77,6.83
5889,0.0,0.002868,99.29,13.99,0.74,4.77,6.83
5890,0.0,0.0033810000000000003,99.26,14.63,0.74,4.77,6.8
5891,0.0,0.002939,99.21,13.62,0.74,4.77,6.8
5892,0.0,0.002876,99.16,14.67,0.67,4.37,7.88
5893,0.0,0.002887,99.08,13.99,0.67,4.37,7.88
5894,0.0,0.004697,98.96,18.57,0.67,4.36,8.17
5895,0.0,0.004459,98.9,18.31,0.67,4.36,8.17
5896,0.0,0.006025,99.05,18.69,0.68,4.48,8.18
5897,0.0,0.005904,98.99,18.43,0.68,4.48,8.18
5898,0.0,0.0060810000000000005,99.02,19.01,0.52,3.44,8.56
5899,0.0,0.005882,98.97,18.57,0.52,3.44,8.56
5900,0.15,0.004685,98.81,16.82,0.6,4.02,7.46
5901,0.18,0.0047090000000000005,98.75,16.6,0.6,4.02,7.46
5902,0.02,0.003534,98.78,14.09,0.68,4.57,7.16
5903,0.05,0.0037,98.71,14.03,0.68,4.57,7.16
5904,0.82,0.003199,98.73,12.39,0.65,4.41,7.93
5905,0.76,0.003404,98.66,12.49,0.65,4.41,7.93
5906,0.0,0.003042,99.03,13.85,0.76,5.16,6.62
5907,0.0,0.003141,98.97,14.26,0.76,5.16,6.62
5908,0.02,0.0029760000000000003,99.21,13.93,0.63,4.28,7.44
5909,0.13,0.003135,99.16,13.92,0.63,4.28,7.44
5910,0.08,0.003032,98.96,15.3,0.63,4.34,7.33
5911,0.06,0.003075,98.88,15.22,0.63,4.34,7.33
5912,0.0,0.003136,98.9,15.07,0.37,2.55,8.43
5913,0.0,0.003217,98.84,15.72,0.37,2.55,8.43
5914,0.0,0.003513,98.76,16.27,0.53,3.68,7.69
5915,0.0,0.003494,98.72,16.02,0.53,3.68,7.69
5916,0.0,0.003757,99.0,16.94,0.42,2.96,7.42
5917,0.0,0.003743,98.96,16.9,0.42,2.96,7.42
5918,0.0,0.00414,98.83,18.75,0.66,4.65,7.91
5919,0.0,0.00414,98.8,18.5,0.66,4.65,7.91
5920,3.12,0.008234,98.55,16.41,0.46,3.25,8.16
5921,3.73,0.00799,98.52,15.77,0.46,3.25,8.16
5922,3.94,0.006462000000000001,98.79,14.41,0.71,5.13,7.04
5923,4.49,0.006684000000000001,98.73,14.4,0.71,5.13,7.04
5924,1.62,0.003981,98.76,14.14,0.55,3.95,6.6
5925,1.97,0.004109000000000001,98.7,13.99,0.55,3.95,6.6
5926,0.0,0.002964,98.58,14.57,0.56,4.06,7.66
5927,0.0,0.002971,98.52,14.51,0.56,4.06,7.66
5928,0.0,0.003271,98.72,15.51,0.71,5.19,6.89
5929,0.0,0.003282,98.68,15.32,0.71,5.19,6.89
5930,0.2,0.003122,98.82,14.97,0.67,4.97,6.74
5931,0.2,0.003226,98.75,14.78,0.67,4.97,6.74
5932,0.0,0.002958,98.92,16.15,0.57,4.22,7.41
5933,0.0,0.003079,98.87,16.2,0.57,4.22,7.41
5934,0.0,0.003472,98.86,17.6,0.62,4.67,8.11
5935,0.0,0.003549,98.81,17.5,0.62,4.67,8.11
5936,0.1,0.004022,98.91,18.3,0.73,5.5,7.57
5937,0.31,0.004006,98.88,17.95,0.73,5.5,7.57
5938,0.06,0.004429,99.16,18.54,0.75,5.71,7.36
5939,0.04,0.004471,99.12,18.13,0.75,5.71,7.36
5940,0.0,0.003747,99.16,17.69,0.66,5.03,6.87
5941,0.0,0.003739,99.1,17.3,0.66,5.03,6.87
5942,0.0,0.003638,98.9,18.19,0.73,5.62,7.37
5943,0.0,0.003723,98.84,17.75,0.73,5.62,7.37
5944,0.08,0.004829,98.41,20.64,0.7,5.44,7.8
5945,0.07,0.00498,98.37,20.07,0.7,5.44,7.8
5946,0.38,0.004238,98.24,17.14,0.65,5.06,8.7
5947,1.15,0.004787,98.17,16.74,0.65,5.06,8.7
5948,0.16,0.003523,98.62,15.06,0.54,4.26,6.88
5949,0.16,0.003519,98.56,14.65,0.54,4.26,6.88
5950,1.48,0.004118,98.87,15.16,0.61,4.8,6.81
5951,2.73,0.004220000000000001,98.81,14.6,0.61,4.8,6.81
5952,0.01,0.003603,99.14,16.66,0.77,6.17,6.77
5953,0.02,0.003743,99.07,16.19,0.77,6.17,6.77
5954,0.0,0.003086,99.0,18.34,0.76,6.12,7.05
5955,0.0,0.003317,98.92,17.88,0.76,6.12,7.05
5956,0.0,0.003985,98.76,20.27,0.63,5.08,7.46
5957,0.0,0.00424,98.69,19.79,0.63,5.08,7.46
5958,0.0,0.004562,98.65,20.84,0.66,5.35,7.44
5959,0.0,0.004664,98.59,20.34,0.66,5.35,7.44
5960,0.0,0.003149,98.9,19.24,0.71,5.84,7.03
5961,0.0,0.003385,98.83,18.74,0.71,5.84,7.03
5962,0.0,0.002184,98.92,18.79,0.69,5.71,7.69
5963,0.0,0.002465,98.84,18.16,0.69,5.71,7.69
5964,0.0,0.002222,98.91,20.37,0.65,5.39,8.6
5965,0.0,0.002573,98.85,19.49,0.65,5.39,8.6
5966,0.0,0.002623,98.84,22.27,0.66,5.52,8.44
5967,0.0,0.002978,98.79,21.9,0.66,5.52,8.44
5968,0.0,0.003364,98.76,24.28,0.58,4.89,7.82
5969,0.0,0.003568,98.72,23.49,0.58,4.89,7.82
5970,0.0,0.003603,98.68,23.27,0.67,5.65,7.64
5971,0.0,0.003566,98.64,22.28,0.67,5.65,7.64
5972,0.0,0.00273,98.64,21.02,0.67,5.71,7.43
5973,0.0,0.002895,98.57,20.24,0.67,5.71,7.43
5974,0.0,0.002595,98.71,20.6,0.73,6.29,7.82
5975,0.0,0.002699,98.64,20.01,0.73,6.29,7.82
5976,0.0,0.002198,98.75,21.46,0.72,6.23,7.78
5977,0.0,0.002343,98.69,21.05,0.72,6.23,7.78
5978,0.0,0.002071,98.81,22.81,0.71,6.18,7.41
5979,0.0,0.00233,98.73,22.35,0.71,6.18,7.41
5980,0.0,0.002392,98.86,23.61,0.72,6.27,7.41
5981,0.0,0.002581,98.8,23.09,0.72,6.27,7.41
5982,0.0,0.003392,98.57,25.33,0.61,5.37,8.63
5983,0.0,0.0035380000000000008,98.5,24.95,0.61,5.37,8.63
5984,0.0,0.00424,98.53,26.5,0.73,6.43,8.6
5985,0.0,0.0043560000000000005,98.46,26.37,0.73,6.43,8.6
5986,0.0,0.005485,98.39,27.58,0.61,5.45,8.86
5987,0.0,0.005414,98.33,26.79,0.61,5.45,8.86
5988,0.0,0.006618000000000001,98.53,26.41,0.52,4.67,9.5
5989,0.0,0.006734,98.5,24.65,0.52,4.67,9.5
5990,0.0,0.006867,98.53,28.11,0.58,5.24,9.24
5991,0.0,0.0071870000000000015,98.49,27.93,0.58,5.24,9.24
5992,0.0,0.006362,98.66,28.83,0.51,4.58,9.38
5993,0.0,0.006197,98.61,28.72,0.51,4.58,9.38
5994,0.01,0.005391,98.63,28.97,0.64,5.83,8.32
5995,0.03,0.005619,98.56,28.51,0.64,5.83,8.32
5996,0.0,0.005464,98.52,29.52,0.65,5.9,8.37
5997,0.0,0.00548,98.44,29.46,0.65,5.9,8.37
5998,0.0,0.005332,98.34,30.82,0.63,5.76,8.88
5999,0.0,0.005364,98.29,30.57,0.63,5.76,8.88
6000,0.51,0.005961,98.1,31.01,0.44,4.06,9.26
6001,0.51,0.006111999999999999,98.06,30.66,0.44,4.06,9.26
6002,0.01,0.004684000000000001,97.98,27.3,0.68,6.33,8.29
6003,0.03,0.005084,97.9,27.27,0.68,6.33,8.29
6004,0.03,0.004235,98.37,26.48,0.65,6.02,7.84
6005,0.1,0.004627,98.29,26.25,0.65,6.02,7.84
6006,0.0,0.003164,98.46,27.1,0.68,6.36,7.98
6007,0.0,0.003467,98.4,26.98,0.68,6.36,7.98
6008,0.0,0.002794,98.38,28.04,0.68,6.38,8.17
6009,0.0,0.003007,98.32,27.71,0.68,6.38,8.17
6010,0.0,0.003694,98.04,29.62,0.58,5.49,8.28
6011,0.0,0.00366,97.98,29.44,0.58,5.49,8.28
6012,0.0,0.002444,98.38,28.24,0.61,5.84,8.32
6013,0.0,0.002653,98.31,28.14,0.61,5.84,8.32
6014,0.0,0.003095,98.51,27.85,0.65,6.25,8.19
6015,0.0,0.003096,98.44,27.86,0.65,6.25,8.19
6016,0.0,0.003312,98.47,29.68,0.67,6.42,9.36
6017,0.0,0.003294,98.41,29.51,0.67,6.42,9.36
6018,0.0,0.004104,98.51,32.06,0.6,5.76,8.68
6019,0.0,0.004071,98.47,31.79,0.6,5.76,8.68
6020,0.0,0.00446,98.47,32.39,0.58,5.59,9.05
6021,0.0,0.004726,98.44,32.06,0.58,5.59,9.05
6022,0.0,0.004776,98.32,30.17,0.57,5.58,8.63
6023,0.0,0.004983,98.25,30.13,0.57,5.58,8.63
6024,0.12,0.005152,98.2,29.71,0.69,6.78,8.4
6025,0.12,0.005162,98.15,29.21,0.69,6.78,8.4
6026,0.11,0.004522,98.13,29.85,0.73,7.17,8.28
6027,0.61,0.00488,98.08,29.42,0.73,7.17,8.28
6028,0.0,0.003919,98.24,29.56,0.63,6.2,9.3
6029,0.01,0.00399,98.2,29.09,0.63,6.2,9.3
6030,0.3,0.004281,98.3,30.04,0.54,5.32,9.96
6031,1.09,0.004608,98.28,29.19,0.54,5.32,9.96
6032,3.11,0.007026999999999999,98.44,31.06,0.55,5.44,9.38
6033,4.37,0.007185,98.43,30.06,0.55,5.44,9.38
6034,0.67,0.007571,98.41,28.23,0.44,4.42,9.8
6035,1.63,0.00831,98.37,27.23,0.44,4.42,9.8
6036,0.12,0.0014470000000000002,98.54,22.59,0.73,7.3,7.94
6037,0.01,0.001928,98.47,21.63,0.73,7.3,7.94
6038,4.51,0.002623,98.48,21.6,0.63,6.31,7.74
6039,2.65,0.002596,98.41,21.83,0.63,6.31,7.74
6040,0.0,0.002666,98.49,23.87,0.7,7.05,7.5
6041,0.0,0.002606,98.43,23.76,0.7,7.05,7.5
6042,0.0,0.002932,98.48,26.34,0.64,6.49,7.92
6043,0.0,0.002818,98.42,26.33,0.64,6.49,7.92
6044,0.0,0.003474,98.27,28.41,0.62,6.37,8.12
6045,0.0,0.003179,98.23,28.13,0.62,6.37,8.12
6046,0.0,0.004303,98.38,29.4,0.56,5.71,8.6
6047,0.0,0.003421,98.34,28.77,0.56,5.71,8.6
6048,0.21,0.004573,98.56,31.07,0.61,6.26,9.57
6049,0.05,0.0041140000000000005,98.51,30.6,0.61,6.26,9.57
6050,0.0,0.005099,98.56,32.28,0.4,4.08,9.47
6051,0.0,0.004825,98.53,32.06,0.4,4.08,9.47
6052,0.03,0.006348,98.61,30.22,0.48,4.94,9.55
6053,0.02,0.00605,98.58,30.31,0.48,4.94,9.55
6054,0.31,0.006237,98.47,31.0,0.55,5.74,9.43
6055,0.78,0.006044,98.43,30.55,0.55,5.74,9.43
6056,0.2,0.005156,98.37,29.53,0.67,6.98,8.74
6057,0.07,0.005106,98.31,29.17,0.67,6.98,8.74
6058,3.48,0.0046,98.18,27.7,0.67,6.95,9.54
6059,3.53,0.004502,98.11,26.97,0.67,6.95,9.54
6060,0.0,0.005313,98.03,29.78,0.48,4.98,9.43
6061,0.0,0.00504,97.97,29.63,0.48,4.98,9.43
6062,0.0,0.009003,97.91,32.17,0.53,5.55,9.6
6063,0.0,0.008456,97.85,31.71,0.53,5.55,9.6
6064,0.47,0.0079,97.93,31.96,0.55,5.8,9.58
6065,0.14,0.007979,97.9,31.35,0.55,5.8,9.58
6066,0.08,0.006067,98.03,31.34,0.52,5.47,9.68
6067,0.02,0.005679,97.97,31.28,0.52,5.47,9.68
6068,0.11,0.0052710000000000005,98.13,32.22,0.56,5.99,8.65
6069,0.15,0.005046,98.11,31.65,0.56,5.99,8.65
6070,0.17,0.004345,98.19,31.88,0.59,6.27,8.5
6071,0.18,0.004323,98.15,31.32,0.59,6.27,8.5
6072,0.02,0.004337,97.98,31.46,0.55,5.92,8.24
6073,0.0,0.004195,97.92,31.11,0.55,5.92,8.24
6074,0.0,0.004266,97.93,32.89,0.56,5.97,8.94
6075,0.0,0.004172,97.88,32.76,0.56,5.97,8.94
6076,0.0,0.0039840000000000006,98.09,34.11,0.61,6.59,8.94
6077,0.0,0.004004,98.05,33.92,0.61,6.59,8.94
6078,0.03,0.003983,98.17,34.03,0.56,6.05,8.97
6079,0.12,0.0041340000000000005,98.12,33.93,0.56,6.05,8.97
6080,0.13,0.004238,98.02,34.77,0.5,5.39,8.98
6081,0.04,0.004288,97.97,34.59,0.5,5.39,8.98
6082,0.0,0.004707,97.82,35.62,0.61,6.57,10.68
6083,0.01,0.004654,97.79,35.21,0.61,6.57,10.68
6084,0.02,0.005818,97.97,36.69,0.49,5.36,9.43
6085,0.02,0.005829,97.93,36.46,0.49,5.36,9.43
6086,0.1,0.00556,98.0,37.49,0.53,5.73,9.41
6087,0.04,0.005340999999999999,97.95,36.8,0.53,5.73,9.41
6088,0.0,0.005924,97.91,37.47,0.61,6.62,10.37
6089,0.01,0.005414,97.84,37.47,0.61,6.62,10.37
6090,0.0,0.006528,98.02,36.34,0.54,5.86,9.6
6091,0.0,0.006501000000000001,97.94,36.31,0.54,5.86,9.6
6092,0.0,0.006126,97.87,36.34,0.56,6.08,9.41
6093,0.0,0.006096,97.8,36.3,0.56,6.08,9.41
6094,0.07,0.005697,97.82,37.6,0.41,4.5,9.41
6095,0.02,0.005652,97.75,37.43,0.41,4.5,9.41
6096,0.56,0.008673,97.85,38.33,0.51,5.62,9.38
6097,0.6,0.008368,97.76,38.18,0.51,5.62,9.38
6098,0.4,0.009129,97.67,38.42,0.53,5.83,9.74
6099,0.6,0.008984,97.61,38.07,0.53,5.83,9.74
6100,1.83,0.004652,97.62,37.54,0.56,6.2,9.77
6101,1.76,0.004516,97.57,37.52,0.56,6.2,9.77
6102,0.22,0.003914,97.69,34.34,0.55,6.06,8.95
6103,0.63,0.004145,97.65,34.22,0.55,6.06,8.95
6104,1.3,0.004079,97.91,33.86,0.69,7.63,8.82
6105,1.16,0.003994,97.86,33.44,0.69,7.63,8.82
6106,0.0,0.003958,97.9,35.39,0.54,5.99,9.63
6107,0.02,0.004117,97.84,35.11,0.54,5.99,9.63
6108,2.25,0.006258,98.17,36.52,0.63,7.0,9.91
6109,2.53,0.006516,98.12,36.04,0.63,7.0,9.91
6110,0.5,0.007384,98.23,33.97,0.61,6.72,8.76
6111,0.32,0.007483,98.15,34.23,0.61,6.72,8.76
6112,0.12,0.006906999999999999,97.97,33.98,0.56,6.22,9.16
6113,0.37,0.007102,97.91,33.86,0.56,6.22,9.16
6114,0.0,0.005847,97.72,36.01,0.65,7.22,8.93
6115,0.0,0.006143,97.66,35.96,0.65,7.22,8.93
6116,0.0,0.00493,97.76,37.37,0.63,6.98,9.24
6117,0.0,0.005239,97.73,37.37,0.63,6.98,9.24
6118,0.0,0.0056240000000000005,97.68,38.57,0.57,6.34,9.37
6119,0.0,0.005496,97.64,38.3,0.57,6.34,9.37
6120,0.0,0.006185,97.65,40.23,0.52,5.82,10.02
6121,0.0,0.00585,97.6,39.6,0.52,5.82,10.02
6122,0.0,0.006539,97.84,40.03,0.6,6.75,9.33
6123,0.0,0.006358,97.79,39.38,0.6,6.75,9.33
6124,0.06,0.0066040000000000005,97.83,40.3,0.53,5.95,9.41
6125,0.13,0.0067870000000000005,97.78,39.85,0.53,5.95,9.41
6126,0.15,0.005801,97.47,41.35,0.6,6.73,10.22
6127,0.04,0.005754,97.42,40.89,0.6,6.73,10.22
6128,0.0,0.005136,97.25,41.14,0.59,6.63,10.08
6129,0.0,0.005257,97.19,41.15,0.59,6.63,10.08
6130,0.0,0.005365999999999999,97.4,40.75,0.53,5.93,10.2
6131,0.0,0.00515,97.35,40.43,0.53,5.93,10.2
6132,0.13,0.006503,97.51,41.21,0.18,2.02,9.9
6133,0.12,0.006478,97.46,40.64,0.18,2.02,9.9
6134,1.04,0.006975,97.53,41.43,0.62,7.03,9.42
6135,1.05,0.006451999999999999,97.48,40.62,0.62,7.03,9.42
6136,1.66,0.004981,97.59,39.26,0.57,6.48,9.28
6137,1.63,0.004591,97.54,38.92,0.57,6.48,9.28
6138,0.0,0.005129,97.4,40.42,0.59,6.7,9.35
6139,0.0,0.005016,97.34,40.0,0.59,6.7,9.35
6140,0.0,0.004503,97.33,41.02,0.59,6.65,10.76
6141,0.0,0.004372999999999999,97.26,40.67,0.59,6.65,10.76
6142,0.0,0.004413,97.27,40.54,0.64,7.29,11.16
6143,0.0,0.004342,97.19,40.47,0.64,7.29,11.16
6144,0.0,0.005555,97.15,42.04,0.58,6.56,10.27
6145,0.0,0.005215,97.09,41.81,0.58,6.56,10.27
6146,0.0,0.006135,97.06,41.79,0.57,6.49,11.21
6147,0.0,0.005723,97.0,41.66,0.57,6.49,11.21
6148,0.05,0.005616,97.1,40.96,0.63,7.09,10.78
6149,0.18,0.0052,97.04,40.91,0.63,7.09,10.78
6150,0.02,0.006095000000000001,96.99,42.05,0.55,6.28,11.0
6151,0.03,0.005289,96.93,41.35,0.55,6.28,11.0
6152,0.08,0.005432,97.0,41.6,0.6,6.84,9.71
6153,0.0,0.004825,96.94,41.05,0.6,6.84,9.71
6154,0.34,0.005121,97.19,42.31,0.46,5.25,10.99
6155,0.42,0.005339,97.14,41.72,0.46,5.25,10.99
6156,0.0,0.005409000000000001,97.19,42.71,0.53,5.97,10.04
6157,0.0,0.005536,97.15,42.34,0.53,5.97,10.04
6158,1.19,0.005309,97.12,41.55,0.53,6.03,10.05
6159,1.21,0.005146,97.07,41.16,0.53,6.03,10.05
6160,0.0,0.007715,97.03,41.34,0.62,7.08,11.69
6161,0.0,0.006503,96.98,41.53,0.62,7.08,11.69
6162,0.0,0.009536,97.15,42.27,0.58,6.65,11.45
6163,0.0,0.009156,97.11,42.07,0.58,6.65,11.45
6164,0.0,0.00985,97.04,41.97,0.6,6.81,11.62
6165,0.0,0.009873,96.98,42.04,0.6,6.81,11.62
6166,3.77,0.01032,97.26,39.75,0.43,4.85,10.76
6167,4.58,0.010647,97.23,38.96,0.43,4.85,10.76
6168,3.88,0.0136,97.55,35.8,0.53,6.04,10.73
